,article,cat0,cat1,cat2
4495,Taipei,Geography,Geography_of_Asia,
4496,Taiwan,Geography,Geography_of_Asia,Asian_Countries
4497,Taiwan,Countries,,
4498,Taj_Mahal,Design_and_Technology,Architecture,
4499,Taj_Mahal,Geography,Geography_of_Asia,
4500,Tajikistan,Geography,Geography_of_Asia,Asian_Countries
4501,Tajikistan,Countries,,
4502,Talc,Geography,Mineralogy,
4503,Tamarind,Science,Biology,Organisms
4504,Tamil_language,Language_and_literature,Languages,
4505,Tamil_people,Geography,Peoples,
4506,Tank,History,Military_History_and_War,
4507,Tansy,Science,Biology,Plants
4508,Tantalum,Science,Chemistry,Chemical_elements
4509,Tanzania,Geography,African_Geography,African_Countries
4510,Tanzania,Countries,,
4511,Tao_Te_Ching,Religion,Philosophy,
4512,Taoism,Religion,Philosophy,
4513,Tarragon,Science,Biology,Plants
4514,Tashkent,Geography,Geography_of_Asia,
4515,Tasmanian_Devil,Science,Biology,Mammals
4516,Tawny_Owl,Science,Biology,Birds
4517,Tay-Sachs_disease,Science,Biology,Health_and_medicine
4518,Tay_Rail_Bridge,Design_and_Technology,Railway_transport,
4519,TeX,IT,Software,
4520,Tea,Everyday_life,Drink,
4521,Technetium,Science,Chemistry,Chemical_elements
4522,Technology,Language_and_literature,Linguistics,
4523,Tehran,Geography,Geography_of_the_Middle_East,
4524,Tel_Aviv,Geography,Geography_of_the_Middle_East,
4525,Telecommunication,Design_and_Technology,Engineering,
4526,Telephone,Design_and_Technology,Engineering,
4527,Telephone_exchange,Design_and_Technology,Engineering,
4528,Telescope,Design_and_Technology,Engineering,
4529,Television,Design_and_Technology,Engineering,
4530,Television,Everyday_life,Television,
4531,Tellurium,Science,Chemistry,Chemical_elements
4532,Temperate,Science,Physics,General_Physics
4533,Temple_of_Artemis,History,Ancient_History_Classical_History_and_Mythology,
4534,Templon,Design_and_Technology,Architecture,
4535,Tennis,Everyday_life,Sports,
4536,Tennis_Masters_Cup,Everyday_life,Sports_events,
4537,"Tenzin_Gyatso,_14th_Dalai_Lama",People,Religious_figures_and_leaders,
4538,Tenzing_Norgay,People,Geographers_and_explorers,
4539,Terbium,Science,Chemistry,Chemical_elements
4540,Terik,Geography,African_Geography,
4541,Tern,Science,Biology,Birds
4542,Terrorism,Citizenship,Politics_and_government,
4543,Textile,Art,Art,
4544,Thailand,Geography,Geography_of_Asia,Asian_Countries
4545,Thailand,Countries,,
4546,Thalassemia,Science,Biology,Health_and_medicine
4547,Thallium,Science,Chemistry,Chemical_elements
4548,The_Absent-Minded_Beggar,Language_and_literature,Poetry_and_Opera,
4549,The_Adventures_of_Tintin,Everyday_life,Cartoons,
4550,The_Anarchy,History,British_History,British_History_1500_and_before_including_Roman_Britain
4551,The_Ashes,Everyday_life,Sports_events,
4552,The_Bahamas,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
4553,The_Bahamas,Countries,,
4554,The_Beano,Everyday_life,Cartoons,
4555,The_Beatles,Music,Performers_and_composers,
4556,The_Beatles_discography,Music,Musical_Recordings_and_compositions,
4557,The_Blitz,History,British_History,British_History_Post_1900
4558,The_Broads,Geography,Geography_of_Great_Britain,
4559,The_Brothers_Karamazov,Language_and_literature,Novels,
4560,The_Canadian,Design_and_Technology,Railway_transport,
4561,The_Cantos,Language_and_literature,Poetry_and_Opera,
4562,The_Cat_in_the_Hat,Language_and_literature,General_Literature,
4563,The_Catcher_in_the_Rye,Language_and_literature,Novels,
4564,The_Catlins,Geography,Geography_of_Oceania_Australasia,
4565,"The_Championships,_Wimbledon",Everyday_life,Sports_events,
4566,The_Children's_Machine,IT,Computing_hardware_and_infrastructure,
4567,The_Count_of_Monte_Cristo,Language_and_literature,Novels,
4568,The_Country_Wife,Language_and_literature,Theatre,
4569,The_Curious_Incident_of_the_Dog_in_the_Night-time,Language_and_literature,Novels,
4570,The_Dandy,Everyday_life,Cartoons,
4571,The_Fairy-Queen,Language_and_literature,Poetry_and_Opera,
4572,The_Famous_Five_(characters),Language_and_literature,General_Literature,
4573,The_Fens,Geography,Geography_of_Great_Britain,
4574,The_Frogs,Language_and_literature,Theatre,
4575,The_Gambia,Geography,African_Geography,African_Countries
4576,The_Gambia,Countries,,
4577,The_Godfather,Everyday_life,Films,
4578,The_Great_Exhibition,History,British_History,British_History_17501900
4579,The_Hague,Geography,European_Geography,
4580,The_Hitchhiker's_Guide_to_the_Galaxy,Language_and_literature,Novels,
4581,The_Hobbit,Language_and_literature,Novels,
4582,The_Holocaust,History,World_War_II,
4583,The_Illuminatus!_Trilogy,Language_and_literature,General_Literature,
4584,The_Importance_of_Being_Earnest,Language_and_literature,Theatre,
4585,The_Iron_Bridge,Geography,Geography_of_Great_Britain,
4586,The_Iron_Bridge,Design_and_Technology,Road_transport,
4587,The_King's_Regiment_(Liverpool),History,Military_History_and_War,
4588,The_Last_Supper_(Leonardo),Art,Art,
4589,The_Legend_of_Zelda_series,Everyday_life,Computer_and_Video_games,
4590,"The_Lion,_the_Witch_and_the_Wardrobe",Language_and_literature,Novels,
4591,The_Lion_King,Everyday_life,Films,
4592,The_Lorax,Language_and_literature,Novels,
4593,The_Lord_of_the_Rings,Language_and_literature,Novels,
4594,The_Lord_of_the_Rings_film_trilogy,Everyday_life,Films,
4595,The_Magic_Flute,Language_and_literature,Poetry_and_Opera,
4596,The_Marriage_of_Figaro,Language_and_literature,Poetry_and_Opera,
4597,The_Merchant_of_Venice,Language_and_literature,Theatre,
4598,The_Mismeasure_of_Man,Science,Biology,Evolution_and_reproduction
4599,The_Mismeasure_of_Man,Science,Biology,General_Biology
4600,The_Old_Man_and_the_Sea,Language_and_literature,Novels,
4601,The_Origin_of_Species,Science,Biology,Evolution_and_reproduction
4602,The_Oz_books,Language_and_literature,Novels,
4603,The_Picture_of_Dorian_Gray,Language_and_literature,Novels,
4604,The_Pilgrim's_Progress,Language_and_literature,Novels,
4605,The_Quatermass_Experiment,Everyday_life,Television,
4606,The_Relapse,Language_and_literature,Theatre,
4607,The_Rime_of_the_Ancient_Mariner,Language_and_literature,Poetry_and_Opera,
4608,The_Rite_of_Spring,Music,Musical_Recordings_and_compositions,
4609,The_Rolling_Stones,Music,Performers_and_composers,
4610,The_Seagull,Language_and_literature,Theatre,
4611,The_Shawshank_Redemption,Everyday_life,Films,
4612,The_Simpsons,Everyday_life,Cartoons,
4613,The_Simpsons,Everyday_life,Television,
4614,The_Smiths,Music,Performers_and_composers,
4615,The_Supremes,Music,Performers_and_composers,
4616,The_Temptations,Music,Performers_and_composers,
4617,The_Wall_Street_Journal,Citizenship,Media,
4618,The_Waste_Land,Language_and_literature,Poetry_and_Opera,
4619,The_West_Wing_(TV_series),Everyday_life,Television,
4620,The_X-Files,Everyday_life,Television,
4621,Theatre,Language_and_literature,Literature_types,
4622,Theatre,Language_and_literature,Theatre,
4623,"Theatre_Royal,_Drury_Lane",Design_and_Technology,Architecture,
4624,"Theatre_Royal,_Drury_Lane",Language_and_literature,Theatre,
4625,Theatre_in_the_round,Language_and_literature,Theatre,
4626,Theodore_Roosevelt,People,USA_Presidents,
4627,Therizinosaurus,Science,Biology,Dinosaurs
4628,Thermodynamic_temperature,Science,Physics,General_Physics
4629,Thermodynamics,Science,Physics,General_Physics
4630,Theropoda,Science,Biology,Dinosaurs
4631,Theta,Language_and_literature,Linguistics,
4632,Thiamine,Everyday_life,Food_and_agriculture,
4633,Thiamine,Science,Chemistry,General_Chemistry
4634,Third_Servile_War,History,Ancient_History_Classical_History_and_Mythology,
4635,Third_Servile_War,History,Military_History_and_War,
4636,Thomas_Aquinas,People,Religious_figures_and_leaders,
4637,Thomas_Becket,People,Religious_figures_and_leaders,
4638,Thomas_Cranmer,People,Religious_figures_and_leaders,
4639,Thomas_Edison,People,Engineers_and_inventors,
4640,Thomas_Gainsborough,People,Artists,
4641,Thomas_Hobbes,People,Philosophers,
4642,Thomas_Jefferson,People,USA_Presidents,
4643,Thomas_Malthus,Business_Studies,Economics,
4644,Thomas_Malthus,People,Historical_figures,
4645,Thomas_More,People,Religious_figures_and_leaders,
4646,Thomas_Pynchon,People,Writers_and_critics,
4647,Thomas_Samuel_Kuhn,People,Philosophers,
4648,Thor,Religion,Divinities,
4649,Thorax,Science,Biology,General_Biology
4650,Thorium,Science,Chemistry,Chemical_elements
4651,Thrasybulus,People,Military_People,
4652,Three_Gorges_Dam,Design_and_Technology,Engineering,
4653,Three_Laws_of_Robotics,Language_and_literature,General_Literature,
4654,Three_Mile_Island_accident,Design_and_Technology,Engineering,
4655,Thrush_(bird),Science,Biology,Birds
4656,Thucydides,History,Historians_chroniclers_and_history_books,
4657,Thulium,Science,Chemistry,Chemical_elements
4658,Thunderstorm,Geography,Climate_and_the_Weather,
4659,Thunderstorm,Geography,Storms,
4660,Tiananmen_Square_protests_of_1989,History,Recent_History,
4661,Tibet,Geography,Geography_of_Asia,Asian_Countries
4662,Tibet,Countries,,
4663,Tide,Geography,Climate_and_the_Weather,
4664,Tiger,Science,Biology,Mammals
4665,Tiger_Woods,People,Sports_and_games_people,
4666,Tiger_shark,Science,Biology,Insects_Reptiles_and_Fish
4667,Tigris,Geography,Geography_of_Asia,
4668,Tijuana,Geography,North_American_Geography,
4669,Tiktaalik,Science,Biology,Birds
4670,Tim_Berners-Lee,People,Computing_People,
4671,Tim_Henman,People,Sports_and_games_people,
4672,Timbuktu,Geography,African_Geography,
4673,Time,Science,Physics,General_Physics
4674,Time_zone,Geography,General_Geography,
4675,Time_zone,Science,Physics,General_Physics
4676,Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,Science,Physics,Space_Astronomy
4677,Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,Science,Physics,The_Planets
4678,Timken_1111,Design_and_Technology,Railway_transport,
4679,Timur,People,Historical_figures,
4680,Tin,Science,Chemistry,Chemical_elements
4681,Tin(II)_chloride,Science,Chemistry,Chemical_compounds
4682,Tin_whistle,Music,Musical_Instruments,
4683,Tiridates_I_of_Armenia,History,General_history,
4684,Tiridates_I_of_Armenia,People,Historical_figures,
4685,Titanium,Science,Chemistry,Chemical_elements
4686,Titanosauridae,Science,Biology,Dinosaurs
4687,To_Kill_a_Mockingbird,Language_and_literature,Novels,
4688,Tobacco,Science,Biology,Plants
4689,Tobacco_smoking,Everyday_life,Everyday_life,
4690,Tobacco_smoking,Science,Biology,Health_and_medicine
4691,Tofu,Everyday_life,Food_and_agriculture,
4692,Togo,Geography,African_Geography,African_Countries
4693,Togo,Countries,,
4694,Tokelau,Geography,Geography_of_Oceania_Australasia,
4695,Tokyo,Geography,Geography_of_Asia,
4696,Toluene,Science,Chemistry,Chemical_compounds
4697,Tom_and_Jerry_(MGM),Everyday_life,Cartoons,
4698,Tone_cluster,Music,Musical_genres_styles_eras_and_events,
4699,Tonga,Countries,,
4700,Tonga,Geography,Geography_of_Oceania_Australasia,
4701,Tony_Blair,People,Political_People,
4702,Tooth_development,Science,Biology,Health_and_medicine
4703,Tooth_enamel,Science,Biology,Health_and_medicine
4704,Top_of_the_Pops,Everyday_life,Television,
4705,Topology,Mathematics,,
4706,Toraja,Geography,Peoples,
4707,Tornado,Geography,Climate_and_the_Weather,
4708,Toronto,Geography,North_American_Geography,
4709,Tottenham_Hotspur_F.C.,Everyday_life,Sports_teams,
4710,Tour_de_France,Everyday_life,Sports_events,
4711,Tourette_syndrome,Science,Biology,Health_and_medicine
4712,Tourism,Business_Studies,Business,
4713,Tower_Bridge,Design_and_Technology,Engineering,
4714,Tower_of_London,Design_and_Technology,Architecture,
4715,Toy,Everyday_life,Everyday_life,
4716,Toy_Story,Everyday_life,Films,
4717,Trabancos_River,Geography,European_Geography,
4718,Trade_and_usage_of_saffron,Science,Biology,Plants
4719,Trade_union,Citizenship,Community_organisations,
4720,Trade_union,Citizenship,Politics_and_government,
4721,Trafalgar_Square,Geography,Geography_of_Great_Britain,
4722,Train,Design_and_Technology,Railway_transport,
4723,Trans-Siberian_Railway,Design_and_Technology,Railway_transport,
4724,Transit_of_Venus,Science,Physics,Space_Astronomy
4725,Transport,Design_and_Technology,Engineering,
4726,Trapdoor_spider,Science,Biology,Insects_Reptiles_and_Fish
4727,Treasure_Island,Language_and_literature,Novels,
4728,Treaty_of_Devol,History,General_history,
4729,Treaty_of_Versailles,History,British_History,British_History_Post_1900
4730,Tree,Science,Biology,Plants
4731,Tree_Sparrow,Science,Biology,Birds
4732,Tree_frog,Science,Biology,Organisms
4733,Treecreeper,Science,Biology,Birds
4734,Trench_warfare,History,Military_History_and_War,
4735,Triassic,Geography,Geology_and_geophysics,
4736,Triathlon,Everyday_life,Sports,
4737,Tribe,Citizenship,Culture_and_Diversity,
4738,Triceratops,Science,Biology,Dinosaurs
4739,Trichinosis,Science,Biology,Health_and_medicine
4740,Triggerplant,Science,Biology,Plants
4741,Trigonometric_function,Mathematics,,
4742,Trigonometry,Mathematics,,
4743,Trimurti,Religion,Divinities,
4744,Trinidad_and_Tobago,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
4745,Trinidad_and_Tobago,Countries,,
4746,Trinity,Religion,Divinities,
4747,"Trinity_College,_Cambridge",Citizenship,Education,
4748,Trinity_test,History,Military_History_and_War,
4749,Tripitaka,Religion,Religious_texts,
4750,Tripoli,Geography,African_Geography,
4751,Tripoli,Geography,Geography_of_the_Middle_East,
4752,Triumph_of_the_Will,Everyday_life,Films,
4753,Trobairitz,Music,Musical_genres_styles_eras_and_events,
4754,Trojan_War,History,Ancient_History_Classical_History_and_Mythology,
4755,Troodon,Science,Biology,Dinosaurs
4756,Troop_sleeper,Design_and_Technology,Railway_transport,
4757,Tropical_Storm_Allison,Geography,Storms,
4758,Tropical_Storm_Ana_(2003),Geography,Storms,
4759,Tropical_Storm_Bilis_(2006),Geography,Storms,
4760,Tropical_Storm_Bonnie_(2004),Geography,Storms,
4761,Tropical_Storm_Chris_(2006),Geography,Storms,
4762,Tropical_Storm_Danielle_(1992),Geography,Storms,
4763,Tropical_Storm_Delta_(2005),Geography,Storms,
4764,Tropical_Storm_Franklin_(2005),Geography,Storms,
4765,Tropical_Storm_Harvey_(2005),Geography,Storms,
4766,Tropical_Storm_Henri_(2003),Geography,Storms,
4767,Tropical_Storm_Isabel_(1985),Geography,Storms,
4768,Tropical_Storm_Larry_(2003),Geography,Storms,
4769,Tropical_Storm_Lee_(2005),Geography,Storms,
4770,Tropical_Storm_Leslie_(2000),Geography,Storms,
4771,Tropical_Storm_Matthew_(2004),Geography,Storms,
4772,Tropical_Storm_Odette_(2003),Geography,Storms,
4773,Tropical_Storm_Vamei,Geography,Storms,
4774,Tropical_Storm_Zeta_(2005),Geography,Storms,
4775,Tropical_cyclone,Geography,Storms,
4776,Tropics,Geography,General_Geography,
4777,Trout,Science,Biology,Insects_Reptiles_and_Fish
4778,Trumpet,Music,Musical_Instruments,
4779,Tsar_Bomba,History,Military_History_and_War,
4780,Tsunami,Geography,Natural_Disasters,
4781,Tuatara,Science,Biology,Insects_Reptiles_and_Fish
4782,Tuberculosis,Science,Biology,Health_and_medicine
4783,Tufted_Duck,Science,Biology,Birds
4784,Tuna,Science,Biology,Insects_Reptiles_and_Fish
4785,Tungsten,Science,Chemistry,Chemical_elements
4786,Tunis,Geography,African_Geography,
4787,Tunisia,Geography,African_Geography,African_Countries
4788,Tunisia,Countries,,
4789,Tupac_Shakur,People,Performers_and_composers,
4790,Turin,Geography,European_Geography,
4791,Turkey,Countries,,
4792,Turkey,Geography,European_Geography,European_Countries
4793,Turkey_(bird),Science,Biology,Birds
4794,Turkish_Republic_of_Northern_Cyprus,Countries,,
4795,Turkish_Republic_of_Northern_Cyprus,Geography,European_Geography,European_Countries
4796,Turkish_literature,Language_and_literature,Literature_types,
4797,Turkmenistan,Geography,Geography_of_Asia,Asian_Countries
4798,Turkmenistan,Countries,,
4799,Turks_and_Caicos_Islands,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
4800,Turks_and_Caicos_Islands,Countries,,
4801,Turmeric,Everyday_life,Food_and_agriculture,
4802,Turmeric,Science,Biology,Plants
4803,Turner_syndrome,Science,Biology,Health_and_medicine
4804,Turquoise,Geography,Mineralogy,
4805,Turtle,Science,Biology,Insects_Reptiles_and_Fish
4806,Tutsi,Geography,Peoples,
4807,Tuvalu,Countries,,
4808,Tuvalu,Geography,Geography_of_Oceania_Australasia,
4809,Tycho_Brahe,People,Astronomers_and_physicists,
4810,Typewriter,Design_and_Technology,Engineering,
4811,Typhoon_Ewiniar_(2006),Geography,Natural_Disasters,
4812,Typhoon_Saomai_(2006),Geography,Natural_Disasters,
4813,Tyrannosaurus,Science,Biology,Dinosaurs
4814,U.S._Navy_Marine_Mammal_Program,History,Military_History_and_War,
